age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
80,self-employed,married,secondary,no,19593,yes,no,unknown,6,jul,575,18,391,29,unknown,no
93,technician,divorced,secondary,no,13581,yes,yes,cellular,6,may,2933,32,146,25,unknown,no
77,entrepreneur,single,primary,yes,13953,yes,no,telephone,31,jun,2003,18,228,6,unknown,no
82,blue-collar,married,tertiary,no,7427,yes,no,cellular,22,jan,1307,26,195,5,unknown,yes
72,housemaid,married,primary,no,8822,no,yes,cellular,29,mar,3192,25,83,19,unknown,no
74,self-employed,single,primary,no,19766,no,no,cellular,25,jan,3178,28,49,26,unknown,no
88,student,married,secondary,no,1983,no,no,cellular,17,oct,1956,40,341,14,unknown,no
90,management,married,tertiary,no,15789,yes,no,cellular,17,may,2734,23,331,14,unknown,no
43,housemaid,single,secondary,no,4200,yes,yes,telephone,5,apr,2020,8,263,6,unknown,no
29,admin.,married,primary,no,12761,yes,no,cellular,17,mar,3275,13,212,27,unknown,no
88,student,divorced,tertiary,no,16268,no,no,telephone,26,jun,2212,44,108,27,failure,no
63,blue-collar,divorced,secondary,no,11319,no,no,unknown,9,jun,2352,47,32,21,unknown,yes
64,self-employed,married,tertiary,no,13590,no,no,telephone,20,sep,3568,10,101,7,unknown,no
55,student,single,secondary,no,11497,yes,no,cellular,2,apr,1655,41,173,16,unknown,no
38,student,married,tertiary,no,19556,yes,no,cellular,19,sep,1579,3,236,18,unknown,yes
31,management,single,secondary,no,184,yes,no,cellular,9,apr,1847,10,376,23,failure,no
19,technician,single,secondary,no,5003,no,no,cellular,31,aug,2203,49,126,1,failure,yes
89,student,married,secondary,no,6410,yes,no,cellular,27,aug,1390,15,398,8,unknown,yes
87,technician,married,secondary,no,5430,no,no,unknown,8,feb,1742,24,221,28,unknown,no
50,unemployed,single,secondary,no,2350,yes,yes,telephone,19,oct,1925,10,194,1,success,yes
23,admin.,married,primary,no,11898,no,no,telephone,13,dec,619,21,190,12,success,no
54,retired,divorced,secondary,no,4367,yes,no,cellular,24,aug,1274,46,93,24,unknown,no
31,blue-collar,married,secondary,no,19083,no,no,cellular,4,feb,956,48,258,11,unknown,no
54,management,married,tertiary,no,7378,yes,no,unknown,6,nov,1939,38,307,22,unknown,no
25,management,married,primary,no,-267,no,no,cellular,4,aug,3953,39,43,3,success,yes
94,retired,single,tertiary,no,10988,yes,yes,cellular,11,jun,2381,42,315,18,unknown,no
30,retired,single,secondary,no,17351,no,no,cellular,21,mar,3713,28,57,7,unknown,no
57,housemaid,married,secondary,no,14456,no,no,cellular,10,dec,968,41,94,25,unknown,no
75,self-employed,single,primary,no,19377,yes,no,cellular,31,nov,2558,2,141,12,unknown,no
35,housemaid,single,secondary,no,4117,no,no,cellular,16,jul,1316,41,389,28,unknown,no
74,services,married,tertiary,no,3042,yes,yes,unknown,25,dec,1043,4,274,26,other,no
55,services,married,tertiary,no,6061,yes,no,telephone,30,jun,281,43,4,29,unknown,no
49,admin.,married,secondary,no,15014,yes,yes,telephone,18,mar,2844,49,246,13,unknown,no
83,unemployed,married,secondary,no,9034,no,no,telephone,25,may,3072,3,122,6,unknown,yes
94,blue-collar,married,tertiary,no,19987,no,no,unknown,19,apr,2166,32,281,25,unknown,no
42,management,divorced,tertiary,no,-1123,no,no,telephone,21,jun,1058,47,113,27,unknown,no
75,student,divorced,tertiary,no,18677,no,no,cellular,23,jan,197,34,246,29,unknown,no
92,self-employed,married,secondary,no,7642,no,no,cellular,29,jan,2532,16,363,0,unknown,yes
50,technician,married,tertiary,no,540,yes,no,unknown,30,aug,3828,4,17,10,unknown,no
83,student,married,primary,no,-1919,yes,no,telephone,30,aug,1082,18,172,22,unknown,no
47,technician,single,secondary,no,15715,no,no,cellular,12,dec,2884,28,227,16,unknown,no
51,entrepreneur,married,primary,no,7914,yes,no,cellular,14,sep,1184,42,222,16,success,yes
86,retired,single,secondary,no,5955,yes,yes,unknown,28,aug,1008,6,209,14,success,no
65,admin.,married,secondary,no,13923,no,no,unknown,18,feb,2738,43,243,26,unknown,no
57,entrepreneur,single,primary,no,12836,no,no,cellular,30,nov,1229,42,8,20,unknown,no
68,entrepreneur,married,secondary,no,14740,no,yes,unknown,20,may,1035,1,345,9,failure,no
30,unemployed,married,secondary,no,7511,yes,no,cellular,1,aug,489,16,385,15,unknown,no
48,blue-collar,married,secondary,no,-1421,yes,yes,cellular,13,sep,275,37,121,4,unknown,no
56,management,married,primary,no,10587,yes,no,cellular,29,jun,2740,9,297,27,success,no
80,self-employed,divorced,secondary,no,-1355,yes,no,unknown,27,apr,2289,17,364,1,unknown,no
65,student,married,tertiary,no,13702,yes,no,cellular,3,sep,1239,36,325,6,unknown,no
65,technician,married,secondary,no,4263,yes,no,cellular,14,dec,1274,34,339,2,success,yes
78,technician,divorced,secondary,no,13928,yes,no,cellular,22,apr,3882,31,327,14,unknown,no
29,technician,married,tertiary,no,8823,no,no,cellular,18,jun,125,34,108,26,unknown,no
73,services,married,primary,no,6499,no,no,cellular,24,dec,216,37,323,10,unknown,no
35,blue-collar,single,tertiary,no,-1767,yes,no,cellular,23,may,3377,34,344,0,unknown,no
44,admin.,single,secondary,no,15418,yes,no,cellular,19,jan,3868,45,30,22,unknown,no
45,student,married,tertiary,no,10930,yes,yes,cellular,1,apr,1208,37,121,15,unknown,yes
69,technician,single,secondary,no,13246,yes,no,unknown,15,oct,3110,1,274,10,other,no
33,unemployed,single,tertiary,yes,4017,yes,no,cellular,16,mar,1246,15,70,19,unknown,no
94,technician,married,primary,no,3121,no,no,unknown,28,aug,3255,31,174,19,unknown,no
75,admin.,single,tertiary,no,13096,yes,yes,telephone,28,jul,2542,14,292,18,unknown,no
26,services,single,secondary,no,-265,yes,no,cellular,10,oct,2474,44,349,6,unknown,no
43,unemployed,divorced,secondary,no,2277,yes,no,cellular,20,jan,3249,34,208,17,unknown,yes
45,entrepreneur,divorced,primary,no,-1059,yes,no,cellular,29,nov,918,1,223,22,other,no
94,admin.,married,tertiary,no,-1651,yes,no,unknown,4,aug,3499,35,18,27,failure,no
53,entrepreneur,married,tertiary,no,-595,no,no,cellular,11,jul,1317,11,216,9,unknown,no
26,retired,married,primary,no,5464,no,no,cellular,16,dec,3923,17,92,7,unknown,no
64,housemaid,married,secondary,yes,11508,no,no,unknown,5,feb,2198,5,52,1,unknown,no
68,technician,married,secondary,no,9819,yes,no,unknown,19,oct,2431,17,74,23,unknown,yes
93,admin.,single,secondary,no,-455,no,no,cellular,31,dec,1661,18,131,6,unknown,no
74,housemaid,married,secondary,no,18704,yes,no,telephone,11,apr,3884,25,45,25,unknown,yes
49,self-employed,married,tertiary,no,16130,no,no,cellular,18,feb,307,35,35,7,other,no
84,unemployed,single,secondary,no,5896,yes,no,cellular,15,sep,1359,47,131,18,unknown,no
74,blue-collar,single,tertiary,no,15738,no,no,cellular,2,aug,1969,16,129,5,unknown,yes
71,retired,single,secondary,no,9824,yes,no,cellular,24,jan,2793,47,166,0,unknown,no
33,self-employed,married,tertiary,no,5330,no,no,telephone,13,jan,891,49,242,22,unknown,no
79,self-employed,single,secondary,no,2288,no,no,cellular,23,aug,374,23,224,10,unknown,no
73,retired,divorced,secondary,no,19150,yes,no,cellular,12,may,3079,40,299,19,unknown,no
40,entrepreneur,married,secondary,no,10236,yes,no,telephone,14,jan,2033,21,90,3,unknown,no
34,admin.,married,secondary,no,4835,yes,no,cellular,30,nov,1364,29,345,11,unknown,no
55,management,divorced,tertiary,no,585,yes,no,telephone,1,apr,128,46,376,27,unknown,no
89,technician,married,secondary,no,19091,yes,no,cellular,12,feb,1014,36,363,29,unknown,no
47,unemployed,married,tertiary,no,-1100,yes,no,cellular,13,sep,1799,10,296,8,unknown,no
75,services,married,tertiary,no,11934,yes,yes,cellular,25,oct,2716,20,121,22,unknown,no
39,admin.,married,secondary,no,17725,yes,no,cellular,3,jun,3423,7,358,7,unknown,no
34,student,married,secondary,no,14511,yes,no,cellular,3,nov,1381,30,352,5,unknown,no
32,student,married,secondary,no,16059,yes,no,cellular,1,sep,516,29,293,17,unknown,yes
65,technician,married,primary,no,16161,yes,no,cellular,11,jan,1518,1,192,18,unknown,no
49,admin.,married,tertiary,no,3165,yes,no,cellular,4,jan,85,21,113,19,unknown,no
94,self-employed,single,tertiary,no,8687,no,no,cellular,26,nov,1198,7,10,17,unknown,no
57,management,divorced,secondary,no,14967,no,no,cellular,30,apr,3873,44,186,26,unknown,yes
74,services,married,tertiary,no,-534,no,no,cellular,31,feb,3264,4,77,0,unknown,no
75,admin.,single,secondary,no,6694,yes,no,cellular,28,jan,2358,39,69,28,unknown,no
33,technician,married,secondary,no,4750,no,no,cellular,11,jun,1142,15,298,8,success,no
45,services,married,secondary,no,-845,no,no,cellular,2,aug,3289,34,103,12,unknown,no
18,services,divorced,primary,no,5960,yes,no,telephone,28,jan,2474,2,344,11,failure,no
58,blue-collar,married,primary,no,15319,no,no,telephone,30,nov,1993,37,214,25,unknown,no
65,unemployed,married,secondary,no,8783,no,no,cellular,19,nov,3485,3,117,29,unknown,no
48,self-employed,married,primary,no,14739,no,no,unknown,12,oct,2161,48,4,17,failure,no
53,blue-collar,single,primary,no,16378,yes,yes,unknown,27,oct,3216,4,153,26,unknown,no
50,technician,married,primary,no,3156,no,no,cellular,13,jun,3609,47,209,20,unknown,no
50,technician,married,primary,no,7637,yes,no,cellular,17,jan,3719,49,287,6,unknown,no
40,entrepreneur,single,secondary,no,8851,yes,yes,cellular,19,aug,302,43,302,28,unknown,no
77,admin.,married,secondary,no,3364,no,no,unknown,30,jun,2791,36,89,10,unknown,no
47,admin.,married,tertiary,no,9472,yes,no,cellular,4,jan,3952,27,49,17,unknown,yes
62,entrepreneur,married,secondary,no,1974,yes,no,cellular,31,sep,587,4,354,21,failure,no
56,housemaid,married,primary,no,16888,yes,no,unknown,6,jan,986,36,201,9,unknown,no
62,retired,married,tertiary,no,16530,no,no,cellular,3,sep,1863,19,155,26,success,no
29,student,single,primary,no,5304,no,yes,telephone,11,mar,344,34,94,7,success,no
49,admin.,single,tertiary,no,-790,yes,no,unknown,22,aug,813,16,78,13,unknown,no
73,retired,married,primary,no,6821,yes,no,unknown,12,aug,1987,45,182,13,unknown,no
41,student,married,secondary,no,8909,yes,no,cellular,12,jul,2848,40,313,12,failure,yes
30,admin.,married,primary,no,19266,no,no,cellular,18,dec,3072,22,167,6,success,no
37,unemployed,married,secondary,no,4824,no,no,telephone,31,feb,3218,32,185,14,unknown,no
73,housemaid,married,tertiary,no,4198,yes,no,cellular,30,mar,1310,2,327,5,unknown,yes
70,management,married,primary,no,-893,yes,no,cellular,14,may,1999,17,329,11,unknown,no
85,housemaid,married,tertiary,no,9269,yes,no,cellular,11,may,1677,23,172,10,unknown,no
71,technician,married,secondary,no,2986,no,no,unknown,24,feb,3124,44,137,23,unknown,no
51,entrepreneur,married,tertiary,no,1434,yes,no,unknown,21,jan,1327,46,357,17,unknown,no
45,technician,married,secondary,no,6023,no,no,unknown,17,may,1092,12,209,3,unknown,no
67,management,married,secondary,no,9246,yes,no,unknown,22,may,2408,13,303,3,unknown,no
19,blue-collar,married,secondary,no,17199,no,no,cellular,16,dec,3673,10,219,12,unknown,no
43,technician,single,primary,yes,5061,yes,no,cellular,3,mar,3291,4,189,6,unknown,no
68,technician,married,tertiary,no,16419,yes,yes,cellular,4,aug,1009,7,283,29,unknown,no
64,technician,married,secondary,no,4807,yes,no,telephone,26,jun,703,2,113,22,unknown,no
43,services,married,tertiary,no,4973,yes,no,unknown,8,feb,574,15,19,18,unknown,no
92,retired,married,secondary,no,-1831,yes,no,cellular,24,feb,1608,36,87,3,unknown,no
91,housemaid,single,secondary,no,10949,no,no,cellular,11,apr,3232,9,325,0,unknown,no
78,blue-collar,divorced,secondary,no,12545,yes,no,cellular,13,jun,3752,24,296,7,other,no
40,housemaid,married,tertiary,no,11199,no,no,telephone,24,dec,1112,6,367,11,unknown,no
54,unemployed,single,secondary,no,12476,yes,no,cellular,12,sep,687,49,351,11,unknown,no
58,retired,married,tertiary,no,6823,no,no,unknown,5,aug,2828,7,261,19,unknown,no
69,student,married,tertiary,no,6996,yes,no,cellular,16,aug,2632,16,394,10,other,yes
66,blue-collar,married,tertiary,no,19399,no,no,cellular,29,feb,3828,17,29,20,unknown,no
44,unemployed,divorced,secondary,no,12972,yes,no,cellular,30,nov,2636,30,386,20,unknown,no
23,self-employed,married,secondary,no,12035,yes,no,telephone,1,apr,3230,8,53,16,unknown,no
91,services,divorced,primary,no,1034,no,yes,unknown,9,jun,488,3,174,29,unknown,no
83,technician,married,tertiary,no,11328,yes,no,unknown,14,jun,3018,25,249,16,unknown,no
41,services,married,tertiary,yes,9279,yes,yes,telephone,27,dec,1347,29,9,22,unknown,no
55,housemaid,single,primary,no,18864,no,yes,cellular,25,oct,3681,21,274,11,unknown,no
45,blue-collar,divorced,secondary,no,17796,no,no,cellular,8,jun,3452,6,264,27,unknown,no
45,unemployed,single,tertiary,no,2988,no,no,unknown,27,aug,3173,23,134,11,unknown,no
83,management,single,primary,no,5130,no,no,cellular,3,aug,493,11,60,16,unknown,no
78,unemployed,married,secondary,no,13104,yes,no,cellular,22,jul,1667,6,13,28,failure,no
63,services,married,tertiary,no,1869,no,no,telephone,7,may,1637,27,257,8,unknown,no
86,technician,married,tertiary,no,-1209,no,no,cellular,4,jun,18,27,300,21,failure,no
92,management,married,tertiary,no,10333,yes,yes,cellular,15,jun,3525,13,275,12,unknown,yes
91,housemaid,divorced,primary,no,8743,yes,no,cellular,12,mar,3553,9,25,16,unknown,no
60,management,single,secondary,no,1841,no,no,unknown,26,nov,3665,8,38,28,unknown,yes
76,retired,single,secondary,no,1356,yes,yes,unknown,23,mar,2444,45,245,0,success,yes
19,self-employed,married,secondary,no,5522,yes,no,cellular,9,dec,1000,27,150,20,unknown,no
32,technician,single,secondary,no,2925,no,no,unknown,22,jul,3350,32,207,26,unknown,yes
54,student,single,tertiary,no,8764,yes,no,cellular,18,jun,850,29,152,2,unknown,no
88,services,married,tertiary,no,19458,yes,no,telephone,22,may,1388,46,115,7,unknown,no
37,blue-collar,married,secondary,no,10096,no,yes,cellular,13,nov,1354,33,200,7,unknown,no
52,entrepreneur,single,secondary,no,4700,yes,no,telephone,3,jun,3712,5,180,25,unknown,no
51,management,married,primary,no,94,no,no,unknown,7,jun,1367,38,380,7,unknown,no
48,admin.,divorced,secondary,no,10815,yes,no,cellular,19,apr,821,9,394,5,unknown,no
36,entrepreneur,married,primary,no,14253,yes,no,unknown,28,dec,454,13,280,14,unknown,no
85,housemaid,married,secondary,no,4250,yes,yes,cellular,29,nov,1624,33,173,20,unknown,no
41,admin.,married,secondary,no,13362,no,no,telephone,8,may,2772,30,154,4,unknown,no
56,admin.,married,tertiary,no,6807,no,no,cellular,11,jul,3726,25,355,5,unknown,no
71,admin.,married,secondary,no,11253,no,no,unknown,27,nov,3136,6,318,21,unknown,no
56,unemployed,married,secondary,no,19636,yes,no,cellular,5,nov,3147,39,114,28,unknown,no
34,entrepreneur,divorced,tertiary,no,10185,no,no,cellular,16,jan,710,10,302,25,other,no
36,student,single,secondary,no,5003,no,no,unknown,29,dec,2190,36,141,24,success,no
65,housemaid,married,tertiary,no,14142,no,yes,unknown,3,oct,916,48,278,22,unknown,no
52,services,married,secondary,no,18680,yes,yes,unknown,29,dec,3986,19,15,5,unknown,yes
49,self-employed,married,tertiary,no,301,yes,no,telephone,1,jun,2875,11,147,26,unknown,yes
64,housemaid,single,secondary,no,8422,yes,no,cellular,21,may,2652,17,386,9,unknown,no
64,services,married,secondary,no,3269,yes,yes,unknown,10,jun,1496,2,261,22,unknown,no
81,services,married,secondary,no,7764,no,no,unknown,10,jan,1440,7,28,18,unknown,no
63,admin.,married,tertiary,no,9220,no,no,cellular,16,apr,304,41,259,27,unknown,yes
52,technician,single,secondary,no,14888,no,no,telephone,11,aug,735,31,113,1,failure,no
34,entrepreneur,married,primary,no,12748,yes,no,unknown,19,apr,3568,31,7,25,failure,no
59,services,single,secondary,no,16329,yes,no,unknown,20,oct,2338,46,303,6,unknown,no
46,entrepreneur,divorced,secondary,no,16245,yes,no,cellular,13,aug,1963,17,254,18,unknown,no
87,retired,married,secondary,no,18106,no,no,telephone,15,nov,2149,15,83,12,unknown,no
34,unemployed,married,tertiary,no,18067,yes,no,unknown,10,aug,2009,7,15,3,unknown,no
31,self-employed,married,tertiary,no,14787,yes,yes,cellular,4,feb,3338,30,302,10,unknown,no
41,retired,married,secondary,no,18715,yes,yes,unknown,19,jun,2914,39,286,17,unknown,no
74,services,married,secondary,no,7811,yes,no,cellular,15,jul,3015,14,95,20,unknown,no
67,housemaid,married,secondary,no,906,yes,no,cellular,6,jul,3693,31,121,27,unknown,no
74,entrepreneur,single,secondary,no,9808,yes,yes,cellular,22,jan,3021,9,225,20,unknown,no
78,retired,married,tertiary,no,19112,no,no,cellular,17,apr,2889,9,28,10,unknown,no
56,entrepreneur,married,tertiary,no,-431,no,no,cellular,13,jul,961,49,75,12,unknown,no
72,student,married,secondary,no,9908,no,yes,cellular,20,jun,2989,2,323,9,unknown,no
53,unemployed,married,primary,no,-1861,no,yes,cellular,17,dec,3848,44,118,25,unknown,no
54,housemaid,married,tertiary,no,2683,yes,no,cellular,15,mar,1026,22,170,16,unknown,no
31,retired,married,primary,no,4730,yes,no,cellular,7,oct,2132,16,33,3,unknown,no
44,entrepreneur,married,primary,no,9156,yes,no,unknown,23,oct,3865,2,261,2,unknown,no
48,student,divorced,tertiary,no,3062,no,no,unknown,22,jan,2375,15,304,6,other,no
90,housemaid,married,secondary,no,19049,no,yes,cellular,11,may,2863,6,187,15,unknown,no
61,admin.,single,tertiary,no,172,no,no,unknown,18,nov,1473,23,50,20,unknown,no
85,management,married,secondary,no,1420,yes,no,unknown,20,aug,2501,28,8,5,unknown,no
65,admin.,single,primary,no,4277,yes,no,telephone,28,mar,1947,43,132,17,failure,no
74,self-employed,married,secondary,no,-751,yes,no,cellular,19,may,2676,17,365,0,unknown,no
92,services,single,secondary,no,14071,yes,no,cellular,27,sep,3292,36,191,18,unknown,no
39,technician,married,secondary,no,697,no,no,unknown,8,aug,1177,19,15,9,unknown,no
21,management,married,tertiary,no,753,no,yes,cellular,18,nov,664,5,186,2,unknown,no
89,student,married,tertiary,no,12903,yes,no,cellular,10,sep,11,23,183,25,unknown,yes
63,services,married,secondary,no,10626,no,no,cellular,18,may,1156,44,192,22,unknown,no
76,student,married,tertiary,no,19318,yes,no,cellular,17,mar,303,19,83,10,unknown,no
51,retired,divorced,tertiary,no,1884,yes,no,telephone,9,nov,3364,1,383,6,failure,no
28,self-employed,married,tertiary,no,5254,yes,yes,telephone,3,sep,3022,27,393,25,unknown,yes
48,unemployed,single,tertiary,no,-1906,yes,no,cellular,15,apr,3371,43,174,29,unknown,no
28,self-employed,married,secondary,no,2291,no,no,cellular,24,jan,1763,25,91,5,unknown,no
73,student,married,secondary,no,12991,yes,yes,cellular,23,nov,2830,6,290,13,unknown,no
55,entrepreneur,married,tertiary,no,10809,no,no,cellular,12,feb,42,36,61,29,unknown,no
38,self-employed,married,secondary,no,11040,no,no,cellular,17,aug,943,17,32,28,unknown,no
27,retired,married,tertiary,no,3780,yes,no,cellular,27,feb,2390,12,142,19,unknown,no
43,unemployed,single,secondary,yes,19467,yes,no,cellular,6,jun,1349,25,340,7,unknown,no
25,unemployed,married,primary,no,13341,no,no,unknown,24,dec,3885,10,361,25,unknown,no
25,student,single,secondary,no,6204,no,no,unknown,22,may,2545,46,122,10,unknown,no
77,student,single,primary,no,301,yes,no,cellular,9,sep,2411,39,114,1,unknown,no
89,blue-collar,married,primary,no,18467,yes,no,cellular,10,aug,890,24,372,6,unknown,no
51,self-employed,single,tertiary,no,4224,no,no,cellular,30,jan,2474,11,356,16,unknown,no
33,admin.,married,secondary,no,-1628,yes,no,cellular,3,mar,1004,24,393,23,success,yes
30,blue-collar,married,secondary,no,2489,yes,yes,unknown,6,dec,20,3,79,29,failure,yes
93,blue-collar,married,secondary,no,12201,no,no,cellular,26,may,406,40,241,4,unknown,no
39,student,married,secondary,no,3851,yes,no,cellular,13,dec,2666,20,135,5,unknown,yes
44,retired,single,secondary,no,4028,yes,no,cellular,14,aug,1014,23,364,21,unknown,no
81,management,divorced,tertiary,no,15200,yes,no,unknown,4,jul,335,5,94,16,unknown,no
19,admin.,married,tertiary,no,17996,yes,yes,unknown,10,feb,1838,36,263,22,unknown,no
43,student,married,tertiary,no,9131,no,no,cellular,28,dec,3188,13,140,14,unknown,no
86,unemployed,married,primary,no,-668,yes,no,telephone,19,jul,1147,36,87,2,unknown,no
47,student,single,secondary,no,12738,no,no,cellular,16,may,2446,6,236,17,failure,no
25,self-employed,married,tertiary,no,9438,yes,yes,unknown,24,jun,2840,2,58,14,unknown,no
55,blue-collar,married,primary,no,14031,yes,no,cellular,7,aug,1827,29,336,22,unknown,no
78,services,single,primary,no,12661,no,no,cellular,23,may,714,5,174,25,unknown,no
82,services,married,tertiary,no,-1245,no,no,unknown,5,sep,50,15,59,24,unknown,no
84,blue-collar,divorced,tertiary,no,1525,yes,no,unknown,12,jan,3854,8,168,3,unknown,no
63,entrepreneur,married,secondary,no,-204,no,no,cellular,15,may,323,34,51,22,unknown,no
89,self-employed,divorced,primary,no,11754,yes,no,cellular,30,jan,788,37,227,20,unknown,no
60,retired,married,secondary,no,10161,no,no,unknown,1,jan,140,26,247,9,unknown,no
76,unemployed,married,secondary,no,17443,no,no,unknown,22,jan,469,9,331,25,unknown,no
63,blue-collar,single,secondary,no,177,no,no,unknown,6,may,786,8,375,10,unknown,no
89,admin.,single,secondary,no,50,no,no,cellular,19,sep,1825,14,35,22,unknown,no
52,blue-collar,single,secondary,no,16373,yes,no,unknown,5,feb,1357,48,332,0,unknown,no
56,housemaid,married,tertiary,no,13492,yes,no,cellular,9,jun,1916,25,98,26,unknown,no
68,unemployed,divorced,tertiary,no,3809,yes,yes,cellular,7,may,963,34,68,28,unknown,no
21,management,married,secondary,no,19997,yes,no,cellular,24,dec,3055,3,140,9,unknown,no
94,unemployed,married,secondary,no,8263,no,yes,cellular,9,jul,372,32,199,24,unknown,no
68,admin.,married,secondary,no,3976,yes,no,cellular,22,jul,3635,36,266,21,failure,yes
22,student,single,primary,no,12338,yes,no,cellular,16,mar,2541,47,7,14,unknown,no
72,housemaid,single,secondary,no,10175,no,yes,cellular,5,jun,3610,5,61,7,unknown,no
37,management,married,tertiary,no,-307,no,yes,cellular,10,mar,1692,15,139,8,unknown,no
41,technician,married,secondary,no,16435,yes,no,unknown,21,feb,2798,28,394,0,unknown,no
53,admin.,married,secondary,no,11095,yes,no,cellular,21,may,1179,18,332,20,failure,no
51,services,married,secondary,no,12838,yes,no,cellular,15,apr,2338,45,396,11,failure,no
71,entrepreneur,married,primary,no,920,yes,no,telephone,15,apr,1671,11,360,15,unknown,no
51,student,single,secondary,no,19229,yes,no,unknown,13,apr,3215,10,341,6,unknown,yes
34,unemployed,single,secondary,no,2167,no,yes,cellular,20,aug,105,4,109,11,unknown,no
22,technician,divorced,secondary,no,19007,no,no,unknown,18,jan,1443,20,171,11,unknown,no
35,housemaid,married,secondary,no,7077,no,no,cellular,23,mar,2717,5,57,10,unknown,no
72,student,married,primary,no,4139,yes,no,cellular,7,sep,1681,1,343,15,unknown,no
70,technician,married,secondary,no,-542,yes,no,unknown,8,mar,1,13,396,7,unknown,no
67,retired,single,secondary,yes,18179,yes,no,telephone,8,jan,2636,46,7,18,unknown,no
89,self-employed,married,tertiary,no,9347,no,no,cellular,11,may,2691,22,362,7,success,yes
62,unemployed,divorced,secondary,no,1410,yes,no,cellular,24,apr,2137,48,375,4,unknown,yes
30,self-employed,single,tertiary,no,18408,yes,no,unknown,9,oct,3416,13,63,16,failure,no
33,services,married,secondary,no,-1438,yes,no,unknown,6,aug,349,15,307,15,unknown,no
30,technician,married,secondary,no,13377,no,no,cellular,20,nov,3530,9,389,3,unknown,yes
37,housemaid,single,secondary,no,4992,yes,no,cellular,2,dec,1286,3,326,17,unknown,no
83,services,single,secondary,no,10218,yes,no,unknown,5,nov,3422,2,277,11,unknown,yes
64,self-employed,married,secondary,no,5796,yes,yes,cellular,22,sep,3179,12,190,20,unknown,yes
36,technician,married,primary,no,3659,yes,no,cellular,23,oct,3657,24,221,3,unknown,no
62,services,married,tertiary,no,17355,no,no,cellular,22,may,1062,18,78,17,other,no
54,admin.,single,primary,no,14728,no,no,cellular,4,jan,2956,36,36,6,unknown,no
71,student,married,secondary,no,716,yes,no,unknown,20,apr,2206,25,187,1,unknown,no
23,blue-collar,married,secondary,no,7864,no,yes,unknown,15,mar,3654,15,147,1,success,yes
31,entrepreneur,married,secondary,no,3660,yes,yes,cellular,7,jun,3006,1,94,12,unknown,no
21,management,divorced,tertiary,no,5232,yes,yes,cellular,1,feb,2359,8,114,3,unknown,no
72,admin.,married,tertiary,no,9319,no,no,unknown,19,may,3312,49,172,4,unknown,yes
51,services,single,primary,no,19277,yes,no,cellular,26,aug,444,37,121,29,failure,no
44,housemaid,married,secondary,no,15503,yes,no,telephone,30,nov,2345,7,313,25,other,no
24,retired,married,tertiary,no,8104,no,no,cellular,30,may,951,35,203,11,other,no
20,blue-collar,married,secondary,no,262,yes,no,cellular,18,may,35,38,164,10,unknown,no
64,management,married,secondary,no,15126,no,yes,cellular,2,aug,1107,45,221,28,failure,no
19,admin.,single,tertiary,no,19385,no,yes,telephone,23,nov,1475,16,258,2,unknown,no
42,retired,married,secondary,no,8644,yes,no,unknown,21,may,3957,17,76,29,unknown,no
77,retired,married,primary,no,19687,yes,yes,cellular,13,apr,1798,38,74,10,unknown,no
41,retired,married,tertiary,no,13641,yes,no,cellular,28,oct,1845,30,221,8,unknown,no
32,blue-collar,single,tertiary,no,8960,yes,no,cellular,14,sep,1408,37,200,25,other,no
31,student,married,tertiary,no,5330,yes,no,cellular,3,feb,1195,18,221,21,failure,yes
71,technician,married,secondary,no,13448,yes,no,unknown,16,jan,1399,36,92,26,unknown,no
23,admin.,married,tertiary,no,-1218,yes,no,cellular,25,apr,1708,12,37,7,unknown,no
35,technician,divorced,tertiary,no,-1904,yes,no,cellular,14,oct,1385,28,233,20,unknown,no
37,unemployed,married,tertiary,no,6778,no,no,cellular,15,dec,2606,48,120,7,failure,no
79,blue-collar,single,secondary,no,11374,yes,no,cellular,25,mar,2938,11,48,9,unknown,no
57,retired,married,tertiary,no,10828,no,no,unknown,3,sep,2188,43,33,5,unknown,no
56,retired,married,secondary,no,19295,yes,yes,telephone,2,mar,2934,6,153,22,unknown,no
69,blue-collar,married,secondary,no,16622,yes,no,cellular,3,mar,3989,26,129,17,unknown,no
49,unemployed,married,secondary,no,14313,no,no,cellular,9,oct,3189,16,378,5,unknown,no
90,entrepreneur,single,tertiary,no,17733,no,no,telephone,29,jul,1300,38,55,20,success,no
44,housemaid,married,tertiary,no,8778,no,no,unknown,8,dec,2773,9,99,11,unknown,no
69,entrepreneur,married,tertiary,no,10372,yes,no,unknown,19,feb,1243,18,134,15,unknown,yes
80,technician,single,secondary,yes,11646,no,no,cellular,20,nov,3976,33,371,23,unknown,no
91,blue-collar,married,secondary,yes,488,yes,no,cellular,21,aug,3097,19,35,20,unknown,yes
80,housemaid,married,secondary,no,18177,yes,no,cellular,20,jun,520,9,167,15,other,no
34,entrepreneur,single,tertiary,no,5817,no,no,cellular,28,dec,1806,46,205,22,unknown,no
66,technician,married,primary,no,17221,yes,no,cellular,15,nov,9,44,281,3,unknown,no
40,services,single,tertiary,no,14383,yes,no,unknown,27,dec,983,42,83,17,unknown,yes
89,self-employed,married,secondary,no,16770,no,no,telephone,12,sep,2425,9,74,28,unknown,no
